"Score","Category","File","FullPath","LineNumber","SuggestedRange","MatchedPattern","Code"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1433","1430-1441","\.csv","""projects/Buildings/The BIG - PH01/06-evidence/clause_reference_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1438","1435-1446","\.csv","""projects/Buildings/The BIG - PH01/06-evidence/contract_evidence_register_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1443","1440-1451","\.csv","""projects/Buildings/The BIG - PH01/06-evidence/correspondence_reference_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1448","1445-1456","\.csv","""projects/Buildings/The BIG - PH01/06-evidence/document_reference_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1453","1450-1461","\.csv","""projects/Buildings/The BIG - PH01/06-evidence/evidence_register_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1458","1455-1466","\.csv","""projects/Buildings/The BIG - PH01/06-evidence/photo_log_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1463","1460-1471","\.xlsx; \.xls","""projects/Buildings/The BIG - PH01/07-letters_intelligence/letters_intelligence.xlsx"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1468","1465-1476","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From ACE/032.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1473","1470-1481","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From ACE/033.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1478","1475-1486","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From ACE/034-Submission of proof of payment for engineering stamps due on contractual works..pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1483","1480-1491","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From ACE/035-Re Notification of Reinforcement Steel Supply Status and Entitlement to Tim Extensions.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1488","1485-1496","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From ACE/036-Failure to Achieve Section (1) Milestone within the contractual Due Date.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1493","1490-1501","\.pdf; report","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From ACE/037-Notice of Slow Progress Rate and Comments on Monthly Progress Report - April 2026.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1508","1505-1516","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-072.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1513","1510-1521","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-073.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1518","1515-1526","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-074.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1523","1520-1531","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-075.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1528","1525-1536","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-076.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1533","1530-1541","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-077.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1538","1535-1546","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-078.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1543","1540-1551","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-079.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1548","1545-1556","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-080.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1553","1550-1561","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-081.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1558","1555-1566","\.pdf","""projects/Buildings/The BIG - PH01/07-letters_intelligence/inbox/From SAMCO/BD-CW-SAMCO-ACE-LET-STR-082.pdf"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1568","1565-1576","\.csv","""projects/Buildings/The BIG - PH01/08-branding/color_palette_template.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","1778","1775-1786","\.csv","""projects/Tunnels/Suez-Tunnel/02-delay_analysis/steel_delay_tia_templates/04-p6_activity_export.csv"":  {"
"6","Generated report or output format",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2163","2160-2171","\.csv","""projects/_PROJECT_TEMPLATE/02-delay_analysis/steel_delay_tia_templates/04- p6_activity_export.csv"":  {"
"6","Output Studio",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2433","2430-2441","output_studio; output","""scripts/evaluate_output_studio.py"":  {"
"6","Output Studio","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2550","2547-2558","Output Studio; output studio; output","""Output Studio"","
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2752","2749-2760","report","def exportEVMToPowerPoint(project_title: str, report_date: str, evmData: dict, rootCauseDf: pd.DataFrame, mitigationDf: pd.DataFrame, evmComments: dict) -> bytes:"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3561","3558-3569","Presentation\(","def build_original_template_presentation(overview_metrics: dict, evm_metrics: dict, contract_metrics: dict, delay_metrics: dict, risk_metrics: dict, milestone_metrics: dict, activity_metrics: dict, s_curve_metrics: dict) -> tuple[bytes, list[str]]:"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4525","4522-4533","report","def _build_detailed_progress_report_frames(overview_metrics: dict, evm_metrics: dict, contract_metrics: dict, delay_metrics: dict, risk_metrics: dict, milestone_metrics: dict, activity_metrics: dict, s_curve_metrics: dict) -> dict[str, pd.DataFrame]:"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4877","4874-4885","report","def build_detailed_progress_report_package(overview_metrics: dict, evm_metrics: dict, contract_metrics: dict, delay_metrics: dict, risk_metrics: dict, milestone_metrics: dict, activity_metrics: dict, s_curve_metrics: dict) -> tuple[bytes, str, list[str]]:"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4991","4988-4999","report","def build_detailed_progress_report_html(overview_metrics: dict, evm_metrics: dict, contract_metrics: dict, delay_metrics: dict, risk_metrics: dict, milestone_metrics: dict, activity_metrics: dict, s_curve_metrics: dict) -> str:"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5051","5048-5059","report","def build_detailed_progress_report_docx_bytes(overview_metrics: dict, evm_metrics: dict, contract_metrics: dict, delay_metrics: dict, risk_metrics: dict, milestone_metrics: dict, activity_metrics: dict, s_curve_metrics: dict) -> bytes:"
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5441","5438-5449","\.csv","""04- p6_activity_export.csv"": ""Current schedule, baseline dates, float, criticality, longest path, and progress context."","
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5452","5449-5460","\.csv","""03- p6_activity_export.csv"": ""Legacy P6 activity export file."","
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5470","5467-5478","\.csv","""p6"": [""04- p6_activity_export.csv"", ""03- p6_activity_export.csv""],"
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5978","5975-5986","\.csv","activity_df = delay_tia_frames_get_first(frames, [""steel_delay_tia_templates/02- master_activity_steel_analysis.csv"", ""steel_delay_tia_templates/04- p6_activity_export.csv""])"
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5980","5977-5988","\.csv","p6_df = delay_tia_frames_get_first(frames, [""steel_delay_tia_templates/04- p6_activity_export.csv"", ""steel_delay_tia_templates/03- p6_activity_export.csv""])"
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","6129","6126-6137","\.csv","for key in [""steel_delay_tia_templates/04- p6_activity_export.csv"", ""steel_delay_tia_templates/11-concurrency_matrix_template.updated.csv""]:"
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","6901","6898-6909","\.csv","""04- p6_activity_export.csv"","
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7348","7345-7356","\.csv","{""Control Item"": ""Schedule file name"", ""Recorded Value"": ""04- p6_activity_export.csv"", ""Why It Must Be Shown"": ""Primary activity export used for Delay TIA context.""},"
"6","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7812","7809-7820","\.csv","""schedule_file_name"": overrides.get(""schedule_file_name"", control_lookup.get(""schedule file name"", ""04- p6_activity_export.csv"")),"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7841","7838-7849","report","def build_delay_tia_delay_report_df(context: dict, analysis: dict) -> pd.DataFrame:"
"6","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7919","7916-7927","report","def build_delay_tia_detailed_report_html(context: dict, analysis: dict) -> str:"
